"cellID","alphat","ccz","nut","V","p_rgh","ccy","p","ccx","T","k","epsilon","U:0","U:1","U:2","Cell Type"
21938,0.0042617,1.85,0.0029834,0.001,0.6179,11.45,-18.096,34.65,289.62,0.0089547,0.002419,-0.24774,-0.073979,-0.1437,12
21939,0.0040041,1.85,0.0028031,0.001,0.62259,11.45,-18.092,34.75,289.61,0.0092578,0.0027518,-0.23769,-0.090909,-0.17894,12
21940,0.0037073,1.85,0.0025953,0.001,0.62833,11.45,-18.087,34.85,289.6,0.0095335,0.0031518,-0.21924,-0.10261,-0.20444,12
21941,0.0033915,1.85,0.0023745,0.001,0.63427,11.45,-18.081,34.95,289.58,0.0097662,0.0036151,-0.1912,-0.1066,-0.21548,12
21942,0.003081,1.85,0.0021573,0.001,0.63904,11.45,-18.077,35.05,289.58,0.0099147,0.004101,-0.15299,-0.098941,-0.20549,12
21943,0.0027704,1.85,0.0019403,0.001,0.64117,11.45,-18.074,35.15,289.59,0.0097945,0.0044499,-0.10482,-0.074157,-0.16604,12
21944,0.0023479,1.85,0.0016449,0.001,0.63781,11.45,-18.074,35.25,289.65,0.0087802,0.0042182,-0.052852,-0.024981,-0.086635,12
21945,0.0011134,1.85,0.00077948,0.001,0.62594,11.45,-18.075,35.35,289.85,0.0048175,0.0026796,-0.0010713,0.056409,0.035846,12
21946,0.0012715,1.85,0.00089001,0.001,0.62749,11.55,-18.09,31.95,289.56,0.0062835,0.0039926,0.0081245,0.045154,0.014167,12
21947,0.0032639,1.85,0.0022832,0.001,0.63427,11.55,-18.089,32.05,289.45,0.01513,0.0090239,0.056384,-0.07334,-0.1357,12
21948,0.0042036,1.85,0.0029411,0.001,0.63586,11.55,-18.088,32.15,289.43,0.017495,0.0093662,0.10288,-0.13196,-0.20843,12
21949,0.0051582,1.85,0.0036093,0.001,0.6339,11.55,-18.09,32.25,289.43,0.01884,0.0088511,0.14083,-0.154,-0.22571,12
21950,0.0062002,1.85,0.0043387,0.001,0.63131,11.55,-18.092,32.35,289.45,0.019891,0.0082069,0.16364,-0.15224,-0.20695,12
21951,0.0072302,1.85,0.0050597,0.001,0.6291,11.55,-18.093,32.45,289.46,0.020624,0.0075656,0.17194,-0.13612,-0.16509,12
21952,0.0081242,1.85,0.0056857,0.001,0.62822,11.55,-18.093,32.55,289.47,0.020916,0.006925,0.16638,-0.11214,-0.10917,12
21953,0.0087623,1.85,0.0061326,0.001,0.62866,11.55,-18.092,32.65,289.49,0.020695,0.0062855,0.14826,-0.084347,-0.046266,12
21954,0.0088805,1.85,0.0062159,0.001,0.62918,11.55,-18.089,32.75,289.54,0.019895,0.0057309,0.118,-0.055526,0.017275,12
21955,0.0072058,1.85,0.0050439,0.001,0.629,11.55,-18.084,32.85,289.63,0.017649,0.0055579,0.07816,-0.026626,0.074855,12
21956,0.0018089,1.85,0.0012662,0.001,0.62578,11.55,-18.078,32.95,289.8,0.012718,0.011498,0.030319,0.0050033,0.11491,12
21957,0.0021489,1.85,0.0015044,0.001,0.51239,11.55,-18.079,33.65,291.87,0.017943,0.01926,-0.027464,0.058757,0.26766,12
21958,0.0052321,1.85,0.0036622,0.001,0.5488,11.55,-18.083,33.75,291.12,0.012116,0.0036077,-0.067637,0.11837,0.26526,12
21959,0.0072668,1.85,0.0050816,0.001,0.58482,11.55,-18.087,33.85,290.39,0.011753,0.0024465,-0.10287,0.12639,0.21274,12
21960,0.0067849,1.85,0.004743,0.001,0.60611,11.55,-18.09,33.95,289.95,0.010239,0.0019895,-0.13761,0.11147,0.16539,12
21961,0.0058392,1.85,0.0040827,0.001,0.61409,11.55,-18.093,34.05,289.73,0.00879,0.0017032,-0.16983,0.085551,0.12257,12
21962,0.0052083,1.85,0.0036436,0.001,0.61419,11.55,-18.097,34.15,289.66,0.0080587,0.0016041,-0.19801,0.056718,0.079009,12
21963,0.0049078,1.85,0.0034346,0.001,0.61161,11.55,-18.101,34.25,289.63,0.0079019,0.0016362,-0.22056,0.027901,0.032569,12
21964,0.0047513,1.85,0.0033257,0.001,0.60932,11.55,-18.104,34.35,289.63,0.0080343,0.0017468,-0.23705,0.00017306,-0.015694,12
21965,0.0046313,1.85,0.0032419,0.001,0.60861,11.55,-18.105,34.45,289.62,0.0083095,0.0019169,-0.24714,-0.026049,-0.063649,12
21966,0.0044779,1.85,0.0031346,0.001,0.61012,11.55,-18.104,34.55,289.61,0.0086482,0.0021474,-0.25153,-0.050237,-0.11006,12
21967,0.0042725,1.85,0.0029909,0.001,0.61369,11.55,-18.101,34.65,289.6,0.0090125,0.0024442,-0.24973,-0.071785,-0.15273,12
21968,0.0040145,1.85,0.0028104,0.001,0.61901,11.55,-18.096,34.75,289.59,0.0093771,0.0028159,-0.2409,-0.089911,-0.18911,12
21969,0.0037146,1.85,0.0026004,0.001,0.62549,11.55,-18.091,34.85,289.58,0.0097225,0.0032715,-0.22371,-0.10319,-0.21587,12
21970,0.0033953,1.85,0.0023771,0.001,0.63226,11.55,-18.084,34.95,289.56,0.010036,0.0038136,-0.19672,-0.10905,-0.22825,12
21971,0.0030842,1.85,0.0021596,0.001,0.63789,11.55,-18.079,35.05,289.56,0.010284,0.0044078,-0.15901,-0.10334,-0.21934,12
21972,0.0027789,1.85,0.0019462,0.001,0.64083,11.55,-18.076,35.15,289.57,0.010277,0.0048838,-0.11045,-0.080225,-0.17994,12
21973,0.0023627,1.85,0.0016552,0.001,0.63785,11.55,-18.075,35.25,289.63,0.0093124,0.0047154,-0.057555,-0.031938,-0.098312,12
21974,0.0011099,1.85,0.00077705,0.001,0.62604,11.55,-18.076,35.35,289.83,0.0047879,0.0026551,-0.0027292,0.05133,0.033444,12
21975,0.0012846,1.85,0.0008991,0.001,0.62578,11.65,-18.092,31.95,289.55,0.0064133,0.0041171,0.0094406,0.041192,0.013503,12
21976,0.0032705,1.85,0.0022877,0.001,0.63231,11.65,-18.091,32.05,289.44,0.015752,0.0097622,0.060181,-0.075977,-0.14104,12
21977,0.0042146,1.85,0.0029488,0.001,0.63365,11.65,-18.091,32.15,289.42,0.018161,0.010067,0.10804,-0.13224,-0.21374,12
21978,0.005173,1.85,0.0036196,0.001,0.63133,11.65,-18.093,32.25,289.42,0.019476,0.0094318,0.14624,-0.15068,-0.22882,12
21979,0.0062145,1.85,0.0043486,0.001,0.62849,11.65,-18.095,32.35,289.43,0.020471,0.008673,0.16819,-0.1448,-0.20739,12
21980,0.0072356,1.85,0.0050634,0.001,0.62622,11.65,-18.097,32.45,289.45,0.021121,0.0079288,0.17499,-0.12467,-0.1633,12
21981,0.0081108,1.85,0.0056762,0.001,0.62548,11.65,-18.097,32.55,289.46,0.021299,0.0071928,0.16769,-0.097221,-0.10585,12
21982,0.0087238,1.85,0.0061055,0.001,0.62633,11.65,-18.095,32.65,289.47,0.020945,0.0064667,0.14781,-0.066614,-0.04212,12
21983,0.0088237,1.85,0.0061758,0.001,0.62787,11.65,-18.092,32.75,289.5,0.020022,0.0058422,0.11589,-0.035224,0.021402,12
21984,0.0071426,1.85,0.0049994,0.001,0.62969,11.65,-18.087,32.85,289.56,0.017619,0.0055882,0.074202,-0.0030031,0.077847,12
21985,0.0018043,1.85,0.0012629,0.001,0.62958,11.65,-18.081,32.95,289.68,0.012655,0.011412,0.026236,0.028773,0.11501,12
21986,0.0020884,1.85,0.001462,0.001,0.54212,11.65,-18.081,33.65,291.28,0.016942,0.01767,-0.024957,0.079494,0.24831,12
21987,0.0048225,1.85,0.0033749,0.001,0.56621,11.65,-18.086,33.75,290.75,0.011182,0.0033343,-0.067938,0.12659,0.25017,12
21988,0.0067302,1.85,0.0047066,0.001,0.591,11.65,-18.09,33.85,290.21,0.010708,0.0021927,-0.10505,0.13031,0.20632,12
21989,0.0063434,1.85,0.0044351,0.001,0.60578,11.65,-18.094,33.95,289.87,0.0094102,0.0017969,-0.13942,0.11475,0.16373,12
21990,0.0055583,1.85,0.0038874,0.001,0.61053,11.65,-18.099,34.05,289.7,0.008255,0.0015777,-0.17051,0.08959,0.12231,12
21991,0.0050587,1.85,0.0035395,0.001,0.60928,11.65,-18.104,34.15,289.63,0.0077268,0.0015181,-0.19724,0.061491,0.078419,12
21992,0.0048301,1.85,0.0033805,0.001,0.60627,11.65,-18.108,34.25,289.62,0.0076772,0.0015691,-0.21872,0.033144,0.030976,12
21993,0.0047103,1.85,0.003297,0.001,0.60392,11.65,-18.11,34.35,289.61,0.0078711,0.0016912,-0.23469,0.0055892,-0.018503,12
21994,0.0046094,1.85,0.0032266,0.001,0.60334,11.65,-18.111,34.45,289.6,0.0081942,0.0018729,-0.24489,-0.02075,-0.067684,12
21995,0.004468,1.85,0.0031277,0.001,0.60512,11.65,-18.11,34.55,289.6,0.0085825,0.0021195,-0.24997,-0.045219,-0.11525,12
21996,0.004272,1.85,0.0029906,0.001,0.6091,11.65,-18.107,34.65,289.58,0.0090078,0.0024419,-0.24935,-0.067477,-0.15914,12
21997,0.0040205,1.85,0.0028145,0.001,0.61497,11.65,-18.101,34.75,289.57,0.0094451,0.0028526,-0.24206,-0.086855,-0.19701,12
21998,0.0037229,1.85,0.0026063,0.001,0.62216,11.65,-18.095,34.85,289.56,0.0098746,0.0033672,-0.22658,-0.10195,-0.22568,12
21999,0.0034028,1.85,0.0023822,0.001,0.62976,11.65,-18.088,34.95,289.55,0.010286,0.0039975,-0.20114,-0.11009,-0.24033,12
22000,0.0030907,1.85,0.0021641,0.001,0.63634,11.65,-18.082,35.05,289.54,0.010657,0.0047228,-0.1645,-0.10689,-0.23369,12
22001,0.0027895,1.85,0.0019535,0.001,0.64025,11.65,-18.077,35.15,289.55,0.010796,0.0053701,-0.11607,-0.086049,-0.19556,12
22002,0.0023783,1.85,0.0016661,0.001,0.63796,11.65,-18.077,35.25,289.6,0.0099225,0.0053185,-0.062619,-0.039203,-0.11261,12
22003,0.0011031,1.85,0.0007723,0.001,0.62663,11.65,-18.077,35.35,289.8,0.0047296,0.0026068,-0.0056128,0.045638,0.029023,12
22004,0.0013068,1.85,0.00091466,0.001,0.6245,11.75,-18.094,31.95,289.53,0.0066386,0.0043365,0.011281,0.035305,0.010549,12
22005,0.0032876,1.85,0.0022995,0.001,0.63042,11.75,-18.094,32.05,289.43,0.016582,0.010762,0.064734,-0.079494,-0.14931,12
22006,0.0042358,1.85,0.0029635,0.001,0.63127,11.75,-18.094,32.15,289.41,0.018983,0.010944,0.11417,-0.13287,-0.22115,12
22007,0.0051955,1.85,0.0036354,0.001,0.62833,11.75,-18.096,32.25,289.42,0.020212,0.010114,0.1526,-0.14717,-0.23268,12
22008,0.0062287,1.85,0.0043585,0.001,0.62505,11.75,-18.099,32.35,289.42,0.021095,0.0091892,0.17356,-0.13673,-0.20734,12
22009,0.007228,1.85,0.0050581,0.001,0.62258,11.75,-18.101,32.45,289.44,0.021606,0.0083061,0.17868,-0.11233,-0.16017,12
22010,0.0080709,1.85,0.0056482,0.001,0.6219,11.75,-18.101,32.55,289.45,0.021624,0.007451,0.16947,-0.081376,-0.1008,12
22011,0.0086496,1.85,0.0060535,0.001,0.62305,11.75,-18.099,32.65,289.46,0.021111,0.0066264,0.14777,-0.048155,-0.03618,12
22012,0.0087285,1.85,0.0061091,0.001,0.62519,11.75,-18.096,32.75,289.48,0.020063,0.0059299,0.11426,-0.014681,0.027498,12
22013,0.0070288,1.85,0.0049197,0.001,0.62796,11.75,-18.091,32.85,289.53,0.017517,0.0056133,0.071569,0.019503,0.083517,12
22014,0.0018213,1.85,0.0012748,0.001,0.62899,11.75,-18.084,32.95,289.62,0.012895,0.011739,0.024352,0.049374,0.11785,12
22015,0.0020438,1.85,0.0014307,0.001,0.56024,11.75,-18.083,33.65,290.91,0.016224,0.016558,-0.021258,0.093665,0.23668,12
22016,0.0045235,1.85,0.0031652,0.001,0.5783,11.75,-18.088,33.75,290.48,0.010412,0.0030827,-0.064364,0.13374,0.24057,12
22017,0.006291,1.85,0.0043998,0.001,0.59544,11.75,-18.094,33.85,290.07,0.009836,0.001979,-0.1025,0.13402,0.20294,12
22018,0.0059582,1.85,0.0041667,0.001,0.60503,11.75,-18.099,33.95,289.8,0.0086836,0.0016288,-0.13678,0.11773,0.16417,12
22019,0.0052963,1.85,0.0037049,0.001,0.60699,11.75,-18.104,34.05,289.66,0.0077433,0.0014565,-0.16708,0.093351,0.12416,12
22020,0.004896,1.85,0.0034261,0.001,0.6045,11.75,-18.11,34.15,289.61,0.0073619,0.0014237,-0.19277,0.066298,0.080385,12
22021,0.0047223,1.85,0.0033052,0.001,0.60105,11.75,-18.114,34.25,289.6,0.0073882,0.0014863,-0.21346,0.038929,0.03248,12
22022,0.0046332,1.85,0.0032432,0.001,0.59857,11.75,-18.117,34.35,289.59,0.0076284,0.0016148,-0.22915,0.012091,-0.017803,12
22023,0.0045533,1.85,0.0031874,0.001,0.59799,11.75,-18.118,34.45,289.59,0.0079929,0.0018039,-0.23965,-0.013889,-0.068002,12
22024,0.0044293,1.85,0.0031007,0.001,0.59991,11.75,-18.116,34.55,289.58,0.0084295,0.0020625,-0.24555,-0.038323,-0.11658,12
22025,0.004251,1.85,0.0029759,0.001,0.60416,11.75,-18.112,34.65,289.57,0.0089204,0.0024065,-0.2463,-0.061124,-0.16183,12
22026,0.0040157,1.85,0.0028113,0.001,0.61045,11.75,-18.107,34.75,289.55,0.0094413,0.0028537,-0.24084,-0.081758,-0.20164,12
22027,0.0037295,1.85,0.0026109,0.001,0.61826,11.75,-18.1,34.85,289.54,0.0099722,0.0034279,-0.22747,-0.098856,-0.23298,12
22028,0.0034139,1.85,0.00239,0.001,0.62669,11.75,-18.092,34.95,289.53,0.010505,0.0041552,-0.20411,-0.10964,-0.25102,12
22029,0.0031022,1.85,0.0021721,0.001,0.63429,11.75,-18.085,35.05,289.52,0.011025,0.0050363,-0.16914,-0.10945,-0.24801,12
22030,0.0028054,1.85,0.0019647,0.001,0.63935,11.75,-18.079,35.15,289.53,0.011363,0.005915,-0.12146,-0.091472,-0.21253,12
22031,0.0024031,1.85,0.0016834,0.001,0.63812,11.75,-18.078,35.25,289.57,0.010662,0.0060772,-0.067733,-0.046526,-0.12901,12
22032,0.0011001,1.85,0.00077019,0.001,0.62785,11.75,-18.078,35.35,289.77,0.0047035,0.0025851,-0.009594,0.0398,0.022834,12
22033,0.0013556,1.85,0.00094869,0.001,0.62377,11.85,-18.096,31.95,289.5,0.0071445,0.0048425,0.013625,0.027231,0.0040719,12
22034,0.0033222,1.85,0.0023238,0.001,0.62855,11.85,-18.096,32.05,289.42,0.017696,0.012129,0.069844,-0.084076,-0.16153,12
22035,0.0042691,1.85,0.0029869,0.001,0.6286,11.85,-18.097,32.15,289.41,0.01998,0.012029,0.12097,-0.13408,-0.23136,12
22036,0.0052265,1.85,0.0036571,0.001,0.62475,11.85,-18.1,32.25,289.41,0.021045,0.010899,0.1595,-0.14378,-0.23765,12
22037,0.0062427,1.85,0.0043683,0.001,0.62082,11.85,-18.104,32.35,289.42,0.021749,0.0097454,0.17926,-0.12842,-0.20685,12
22038,0.0072077,1.85,0.0050439,0.001,0.61803,11.85,-18.106,32.45,289.43,0.022063,0.0086858,0.18245,-0.099562,-0.15552,12
22039,0.0080066,1.85,0.0056031,0.001,0.61737,11.85,-18.106,32.55,289.44,0.021887,0.0076945,0.17112,-0.06512,-0.093696,12
22040,0.0085407,1.85,0.0059772,0.001,0.61881,11.85,-18.104,32.65,289.45,0.021211,0.0067741,0.14738,-0.029459,-0.028017,12
22041,0.0085697,1.85,0.0059979,0.001,0.62146,11.85,-18.101,32.75,289.47,0.020039,0.0060257,0.11201,0.0058544,0.036241,12
22042,0.006828,1.85,0.0047791,0.001,0.62476,11.85,-18.095,32.85,289.51,0.017394,0.0056976,0.068439,0.039639,0.091524,12
22043,0.0018523,1.85,0.0012966,0.001,0.62649,11.85,-18.089,32.95,289.58,0.013338,0.012349,0.022108,0.066025,0.12282,12
22044,0.0020249,1.85,0.0014175,0.001,0.57123,11.85,-18.086,33.65,290.66,0.015925,0.016102,-0.016773,0.10412,0.22934,12
22045,0.0042465,1.85,0.0029711,0.001,0.58584,11.85,-18.091,33.75,290.29,0.0097906,0.0029036,-0.058493,0.13984,0.23559,12
22046,0.0059127,1.85,0.0041355,0.001,0.59784,11.85,-18.098,33.85,289.95,0.0091186,0.0018095,-0.096607,0.13767,0.20262,12
22047,0.005621,1.85,0.0039316,0.001,0.60366,11.85,-18.104,33.95,289.74,0.0080589,0.0014867,-0.13075,0.12065,0.16703,12
22048,0.0050449,1.85,0.0035296,0.001,0.60346,11.85,-18.109,34.05,289.63,0.0072574,0.001343,-0.16039,0.096977,0.12857,12
22049,0.0047102,1.85,0.0032964,0.001,0.59999,11.85,-18.115,34.15,289.59,0.006965,0.0013245,-0.18524,0.071098,0.085489,12
22050,0.0045726,1.85,0.0032006,0.001,0.59612,11.85,-18.12,34.25,289.58,0.0070329,0.0013909,-0.20526,0.045041,0.037823,12
22051,0.0045073,1.85,0.0031551,0.001,0.59343,11.85,-18.123,34.35,289.58,0.0072995,0.0015199,-0.22073,0.019356,-0.012687,12
22052,0.0044497,1.85,0.003115,0.001,0.59272,11.85,-18.124,34.45,289.57,0.0076938,0.0017103,-0.23147,-0.0058486,-0.06358,12
22053,0.0043484,1.85,0.0030441,0.001,0.59459,11.85,-18.122,34.55,289.56,0.0081718,0.0019743,-0.23819,-0.029925,-0.11307,12
22054,0.0041972,1.85,0.0029383,0.001,0.59891,11.85,-18.118,34.65,289.55,0.0087276,0.0023331,-0.24037,-0.053046,-0.15985,12
22055,0.0039906,1.85,0.0027937,0.001,0.60545,11.85,-18.113,34.75,289.54,0.0093408,0.0028108,-0.23691,-0.074854,-0.20208,12
22056,0.0037289,1.85,0.0026105,0.001,0.61374,11.85,-18.105,34.85,289.53,0.0099911,0.0034415,-0.22598,-0.094017,-0.23697,12
22057,0.003427,1.85,0.0023992,0.001,0.62295,11.85,-18.096,34.95,289.52,0.010669,0.0042698,-0.2052,-0.10767,-0.25967,12
22058,0.0031187,1.85,0.0021836,0.001,0.63162,11.85,-18.088,35.05,289.51,0.011371,0.0053294,-0.17251,-0.11088,-0.2619,12
22059,0.0028272,1.85,0.0019799,0.001,0.63799,11.85,-18.082,35.15,289.51,0.011966,0.0065087,-0.12625,-0.096272,-0.23075,12
22060,0.0024424,1.85,0.0017109,0.001,0.63829,11.85,-18.08,35.25,289.54,0.011561,0.0070308,-0.072382,-0.053747,-0.14788,12
22061,0.001139,1.85,0.00079751,0.001,0.63042,11.85,-18.079,35.35,289.7,0.0050402,0.0028668,-0.014349,0.031555,0.011322,12
22062,0.0014647,1.85,0.001025,0.001,0.62338,11.95,-18.099,31.95,289.46,0.0083442,0.0061137,0.015985,0.017327,-0.007227,12
22063,0.0033821,1.85,0.0023657,0.001,0.62651,11.95,-18.099,32.05,289.41,0.01918,0.013996,0.07507,-0.089717,-0.17842,12
22064,0.0043142,1.85,0.0030184,0.001,0.62545,11.95,-18.1,32.15,289.4,0.02115,0.013338,0.12789,-0.13601,-0.2448,12
22065,0.0052628,1.85,0.0036825,0.001,0.62044,11.95,-18.105,32.25,289.41,0.021945,0.011769,0.16628,-0.14077,-0.24391,12
22066,0.0062521,1.85,0.004375,0.001,0.61568,11.95,-18.109,32.35,289.42,0.022394,0.010317,0.18452,-0.12027,-0.20588,12
22067,0.0071719,1.85,0.0050188,0.001,0.61254,11.95,-18.112,32.45,289.42,0.022462,0.009048,0.18552,-0.086832,-0.14914,12
22068,0.0079219,1.85,0.0055438,0.001,0.61198,11.95,-18.112,32.55,289.43,0.022095,0.0079254,0.17182,-0.048784,-0.084197,12
22069,0.0084019,1.85,0.00588,0.001,0.61382,11.95,-18.11,32.65,289.44,0.02133,0.0069636,0.14553,-0.010547,-0.017104,12
22070,0.0082805,1.85,0.0057956,0.001,0.61727,11.95,-18.105,32.75,289.46,0.020227,0.0063532,0.10761,0.025974,0.047916,12
22071,0.0062843,1.85,0.0043987,0.001,0.62111,11.95,-18.1,32.85,289.49,0.01777,0.0064612,0.061969,0.058803,0.10344,12
22072,0.001978,1.85,0.0013845,0.001,0.62337,11.95,-18.094,32.95,289.56,0.015209,0.015037,0.015272,0.07989,0.13042,12
22073,0.0021127,1.85,0.0014789,0.001,0.57925,11.95,-18.088,33.65,290.46,0.017339,0.018296,-0.0084896,0.11034,0.22333,12
22074,0.0038185,1.85,0.0026715,0.001,0.59107,11.95,-18.094,33.75,290.15,0.0094441,0.0030047,-0.049525,0.14519,0.23422,12
22075,0.0055085,1.85,0.0038531,0.001,0.5992,11.95,-18.101,33.85,289.87,0.008553,0.0017087,-0.087486,0.14168,0.20478,12
22076,0.0053086,1.85,0.0037136,0.001,0.60215,11.95,-18.107,33.95,289.7,0.0075253,0.0013725,-0.12191,0.1239,0.172,12
22077,0.0047931,1.85,0.0033539,0.001,0.60022,11.95,-18.114,34.05,289.61,0.0067931,0.0012383,-0.15113,0.10061,0.13544,12
22078,0.0044931,1.85,0.0031447,0.001,0.59596,11.95,-18.12,34.15,289.58,0.0065363,0.0012228,-0.17534,0.075703,0.093844,12
22079,0.0043726,1.85,0.0030607,0.001,0.59166,11.95,-18.125,34.25,289.56,0.006611,0.0012851,-0.19464,0.051012,0.047374,12
22080,0.0043216,1.85,0.0030252,0.001,0.58868,11.95,-18.128,34.35,289.56,0.0068794,0.0014079,-0.20975,0.026757,-0.002501,12
22081,0.0042832,1.85,0.0029985,0.001,0.58772,11.95,-18.129,34.45,289.55,0.0072832,0.0015921,-0.22044,0.0027948,-0.053513,12
22082,0.0042116,1.85,0.0029484,0.001,0.5893,11.95,-18.128,34.55,289.55,0.0077956,0.0018551,-0.22791,-0.02071,-0.10393,12
22083,0.0040961,1.85,0.0028676,0.001,0.59345,11.95,-18.125,34.65,289.54,0.0084082,0.0022189,-0.23142,-0.04389,-0.15243,12
22084,0.0039325,1.85,0.002753,0.001,0.60001,11.95,-18.119,34.75,289.53,0.0091171,0.0027174,-0.22999,-0.066674,-0.19762,12
22085,0.0037123,1.85,0.0025989,0.001,0.60861,11.95,-18.111,34.85,289.52,0.0099036,0.0033965,-0.22168,-0.087801,-0.23702,12
22086,0.0034385,1.85,0.0024072,0.001,0.61851,11.95,-18.101,34.95,289.5,0.010753,0.0043232,-0.20387,-0.10433,-0.26578,12
22087,0.0031396,1.85,0.0021982,0.001,0.62824,11.95,-18.092,35.05,289.5,0.011671,0.0055764,-0.17405,-0.11111,-0.27501,12
22088,0.0028546,1.85,0.0019989,0.001,0.63602,11.95,-18.084,35.15,289.49,0.012583,0.0071291,-0.12986,-0.10028,-0.25017,12
22089,0.0025031,1.85,0.0017533,0.001,0.63816,11.95,-18.081,35.25,289.51,0.012668,0.0082373,-0.076151,-0.060745,-0.16976,12
22090,0.001264,1.85,0.00088502,0.001,0.63366,11.95,-18.08,35.35,289.61,0.0062055,0.003916,-0.018317,0.021405,-0.0063144,12
22091,0.0016665,1.85,0.0011662,0.001,0.62243,12.05,-18.102,31.95,289.43,0.010804,0.0090082,0.017498,0.0075247,-0.022823,12
22092,0.0034682,1.85,0.0024259,0.001,0.6239,12.05,-18.102,32.05,289.4,0.02108,0.016485,0.079908,-0.0962,-0.20009,12
22093,0.0043654,1.85,0.0030544,0.001,0.62158,12.05,-18.104,32.15,289.4,0.022445,0.014845,0.13424,-0.13872,-0.26155,12
22094,0.0052963,1.85,0.003706,0.001,0.61519,12.05,-18.11,32.25,289.4,0.022847,0.012677,0.17212,-0.13848,-0.25139,12
22095,0.006246,1.85,0.0043707,0.001,0.60946,12.05,-18.115,32.35,289.41,0.022962,0.010857,0.18856,-0.11297,-0.20425,12
22096,0.0071123,1.85,0.0049772,0.001,0.60592,12.05,-18.119,32.45,289.42,0.022757,0.0093642,0.18722,-0.075169,-0.14073,12
22097,0.0078198,1.85,0.0054724,0.001,0.60547,12.05,-18.119,32.55,289.43,0.022295,0.008175,0.17124,-0.033683,-0.071761,12
22098,0.0082071,1.85,0.0057438,0.001,0.60768,12.05,-18.116,32.65,289.43,0.02185,0.0074806,0.14226,0.0071716,-0.0015621,12
22099,0.0075367,1.85,0.0052752,0.001,0.61189,12.05,-18.111,32.75,289.45,0.021817,0.0081209,0.10091,0.044161,0.066422,12
22100,0.0049044,1.85,0.0034331,0.001,0.61663,12.05,-18.105,32.85,289.48,0.022664,0.013465,0.049091,0.074534,0.13064,12
22101,0.0029299,1.85,0.0020508,0.001,0.61942,12.05,-18.099,32.95,289.54,0.033368,0.048864,-0.0027824,0.078686,0.15761,12
22102,0.0029997,1.85,0.0020998,0.001,0.58626,12.05,-18.092,33.65,290.27,0.034972,0.052423,0.0086966,0.10254,0.22579,12
22103,0.0026479,1.85,0.0018524,0.001,0.59406,12.05,-18.097,33.75,290.04,0.011133,0.0060217,-0.036235,0.14764,0.24013,12
22104,0.0046316,1.85,0.0032399,0.001,0.59922,12.05,-18.105,33.85,289.8,0.0082836,0.0019061,-0.077034,0.14477,0.20971,12
22105,0.0049381,1.85,0.0034548,0.001,0.60019,12.05,-18.111,33.95,289.66,0.0070764,0.0013045,-0.11244,0.12666,0.17877,12
22106,0.004527,1.85,0.0031679,0.001,0.5971,12.05,-18.118,34.05,289.59,0.0063444,0.0011436,-0.14112,0.10363,0.14432,12
22107,0.004243,1.85,0.0029697,0.001,0.59234,12.05,-18.125,34.15,289.56,0.0060817,0.0011209,-0.16445,0.07931,0.10496,12
22108,0.0041237,1.85,0.0028865,0.001,0.58772,12.05,-18.13,34.25,289.55,0.006135,0.0011735,-0.18265,0.055724,0.060737,12
22109,0.0040786,1.85,0.0028552,0.001,0.58445,12.05,-18.133,34.35,289.54,0.0063834,0.0012844,-0.19676,0.032947,0.012691,12
22110,0.0040485,1.85,0.0028342,0.001,0.58313,12.05,-18.135,34.45,289.54,0.0067726,0.0014565,-0.20741,0.010632,-0.037687,12
22111,0.0040076,1.85,0.0028056,0.001,0.58422,12.05,-18.134,34.55,289.53,0.0072962,0.0017077,-0.21506,-0.011826,-0.088765,12
22112,0.0039344,1.85,0.0027544,0.001,0.58794,12.05,-18.131,34.65,289.52,0.007949,0.0020647,-0.21954,-0.034711,-0.13911,12
22113,0.0038271,1.85,0.0026792,0.001,0.59427,12.05,-18.125,34.75,289.52,0.0087484,0.0025709,-0.21991,-0.058113,-0.18784,12
22114,0.0036685,1.85,0.0025682,0.001,0.60295,12.05,-18.117,34.85,289.51,0.0096829,0.0032857,-0.21421,-0.080876,-0.23272,12
22115,0.0034423,1.85,0.0024099,0.001,0.61338,12.05,-18.107,34.95,289.49,0.01073,0.0042997,-0.1996,-0.1,-0.26892,12
22116,0.0031628,1.85,0.0022144,0.001,0.62411,12.05,-18.097,35.05,289.49,0.011893,0.0057486,-0.17314,-0.11021,-0.28693,12
22117,0.0028849,1.85,0.0020201,0.001,0.63329,12.05,-18.088,35.15,289.48,0.013181,0.00774,-0.13165,-0.10329,-0.27042,12
22118,0.0025822,1.85,0.0018085,0.001,0.63715,12.05,-18.084,35.25,289.49,0.013993,0.0097439,-0.078625,-0.067188,-0.19423,12
22119,0.001487,1.85,0.0010411,0.001,0.63566,12.05,-18.083,35.35,289.53,0.0085887,0.0063766,-0.019926,0.01185,-0.026923,12
22120,0.0019323,1.85,0.0013522,0.001,0.61999,12.15,-18.105,31.95,289.41,0.014525,0.014043,0.018023,0.00044409,-0.040972,12
22121,0.0035646,1.85,0.0024935,0.001,0.62043,12.15,-18.106,32.05,289.39,0.023295,0.019587,0.084016,-0.10311,-0.22625,12
22122,0.0044113,1.85,0.0030866,0.001,0.61683,12.15,-18.109,32.15,289.4,0.023758,0.016457,0.13926,-0.14206,-0.28132,12
